text,label,source
I made friends with a classmate whose behaviour I did not like - á he tried to flatter other people and did not respect me.,disgust,isear
My guilty behaviour was found out by others.,shame,isear
When my behaviour was immoral - thinking about sex.,guilt,isear
"During my Summer vacations I planned a carnival for the community á youth center with a few other volunteers.  I was the head of the á organizors and we spent over a month planning it.  During this á period we got to know and understood each other.  We á discovered each others potential and we planned many interesting á things for the carnival.  The day of the carnival everything was á bright, the programmes went well and the attendants enjoyed it.  á I felt extremely excited about it.",joy,isear
[ No response.],fear,isear
I was a prefect at secondary school.  On the sports day I told á others that I would take down the names of the people who á misbehaved and after some time I sat down for a brief rest.  á Suddenly the head prefect came and scolded me in front of others. á  I was very angry as there were other prefects sitting and he á picked on me.  I thought that a brief rest was not  serious á enough to be blamed.,anger,isear
 [ No response.],sadness,isear
"I had joined a youth group that observed the affairs of our á community and so I had many opportunities to contact the á government and the committee members of the district board (a á local executive structure).  We always tried to consult and á discuss with them, but we found that such people did not á understand community affairs and they even dampened our á enthusiasm in local affairs.  I did not understand why they had á decided to work as community leaders.",disgust,isear
One day I was the leader of the weekly meeting of the Church á fellowship.  That day I had been preparing for the exams and did á not estimate the time to travel to the church right and I was á twenty minutes late.  As I had not prepared well I led the á meeting badly.  I was ashamed of myself.  ,shame,isear
I borrowed my classmate's notebook one week before the á examination and I promised to give it back to her in two days á time.  I was very busy at that time and forgot many things; as I á was not very often at home she could not contact me.  When I á started my revision I realized that her notebook had been on my á desk for five days.  I contacted her immediately and gave it back á to her.  Though she did not say anything I felt very guilty.,guilt,isear
